"Stec ID","Activity","Start datetime","Destination","Status","Activity instance"," order","Throughput time case","Processing time case"
"137991","Production",2021-07-05,"USA","Start","5949",5949,2,0
"137992","Production",2021-07-06,"Others","Start","5950",5950,0,0
"137993","Production",2021-07-06,"Others","Start","5951",5951,0,0
"137994","Production",2021-07-07,"Others","Start","5952",5952,1,0
"137995","Production",2021-07-07,"Others","Start","5953",5953,1,0
"137996","Production",2021-07-06,"Others","Start","5954",5954,1,0
"137997","Production",2021-07-05,"Others","Start","5955",5955,1,0
"137998","Production",2021-07-07,"Others","Start","5956",5956,1,0
"137999","Production",2021-07-07,"Others","Start","5957",5957,1,0
"138000","Production",2021-07-07,"Others","Start","5958",5958,1,0
"138001","Production",2021-07-07,"Others","Start","5959",5959,1,0
"138002","Production",2021-07-07,"Others","Start","5960",5960,1,0
"138003","Production",2021-07-06,"Others","Start","5961",5961,2,0
"138004","Production",2021-07-01,"USA","Start","5962",5962,5,0
"138005","Production",2021-07-01,"USA","Start","5963",5963,0,0
"138006","Production",2021-07-01,"USA","Start","5964",5964,0,0
"138007","Production",2021-07-01,"USA","Start","5965",5965,0,0
"138008","Production",2021-07-01,"USA","Start","5966",5966,0,0
"138009","Production",2021-07-07,"USA","Start","5967",5967,0,0
"138010","Production",2021-07-07,"USA","Start","5968",5968,0,0
"138011","Production",2021-07-01,"USA","Start","5969",5969,0,0
"138012","Production",2021-07-01,"USA","Start","5970",5970,0,0
"138013","Production",2021-07-07,"USA","Start","5971",5971,0,0
"138014","Production",2021-07-07,"USA","Start","5972",5972,0,0
"138015","Production",2021-07-01,"USA","Start","5973",5973,0,0
"138016","Production",2021-07-01,"USA","Start","5974",5974,0,0
"138017","Production",2021-07-06,"Canada","Start","5975",5975,0,0
"138018","Production",2021-07-07,"USA","Start","5976",5976,1,0
"138019","Production",2021-07-07,"USA","Start","5977",5977,1,0
"138020","Production",2021-07-07,"USA","Start","5978",5978,1,0
"138021","Production",2021-07-07,"Others","Start","5979",5979,1,0
"138022","Production",2021-07-07,"Others","Start","5980",5980,1,0
"138023","Production",2021-07-07,"USA","Start","5981",5981,0,0
"138024","Production",2021-07-07,"USA","Start","5982",5982,0,0
"138025","Production",2021-07-07,"USA","Start","5983",5983,0,0
"138026","Production",2021-07-08,"Others","Start","5984",5984,1,0
"138027","Production",2021-07-08,"USA","Start","5985",5985,0,0
"138028","Production",2021-07-08,"USA","Start","5986",5986,0,0
"138029","Production",2021-07-08,"USA","Start","5987",5987,1,0
"138030","Production",2021-07-08,"Others","Start","5988",5988,1,0
"138031","Production",2021-07-08,"Others","Start","5989",5989,1,0
"138032","Production",2021-07-08,"Others","Start","5990",5990,1,0
"138033","Production",2021-07-08,"Others","Start","5991",5991,1,0
"138034","Production",2021-07-05,"Others","Start","5992",5992,0,0
"138035","Production",2021-07-06,"Others","Start","5993",5993,0,0
"138036","Production",2021-07-06,"Others","Start","5994",5994,0,0
"138037","Production",2021-07-06,"Others","Start","5995",5995,0,0
"138038","Production",2021-07-06,"Others","Start","5996",5996,0,0
"138039","Production",2021-07-06,"Others","Start","5997",5997,0,0
"138040","Production",2021-07-08,"Others","Start","5998",5998,0,0
"138041","Production",2021-07-08,"Others","Start","5999",5999,0,0
"138042","Production",2021-07-08,"Others","Start","6000",6000,1,0
"138043","Production",2021-07-09,"Others","Start","6001",6001,0,0
"138044","Production",2021-07-06,"Canada","Start","6002",6002,0,0
"138045","Production",2021-07-06,"USA","Start","6003",6003,0,0
"138061","Production",2021-07-09,"Others","Start","6004",6004,1,0
"138062","Production",2021-07-09,"Others","Start","6005",6005,1,0
"138063","Production",2021-07-08,"Others","Start","6006",6006,1,0
"138065","Production",2021-07-08,"Others","Start","6007",6007,1,0
"138066","Production",2021-07-09,"Others","Start","6008",6008,0,0
"138067","Production",2021-07-09,"Others","Start","6009",6009,0,0
"138081","Production",2021-07-07,"USA","Start","6010",6010,0,0
"138082","Production",2021-07-07,"USA","Start","6011",6011,0,0
"138083","Production",2021-07-07,"USA","Start","6012",6012,0,0
"138084","Production",2021-07-07,"USA","Start","6013",6013,0,0
"138085","Production",2021-07-07,"USA","Start","6014",6014,0,0
"138086","Production",2021-07-07,"USA","Start","6015",6015,0,0
"138087","Production",2021-07-07,"USA","Start","6016",6016,0,0
"138088","Production",2021-07-07,"USA","Start","6017",6017,0,0
"138089","Production",2021-07-07,"USA","Start","6018",6018,0,0
"138090","Production",2021-07-08,"Others","Start","6019",6019,0,0
"138091","Production",2021-07-08,"Others","Start","6020",6020,0,0
"138092","Production",2021-07-08,"Others","Start","6021",6021,0,0
"138093","Production",2021-07-08,"Others","Start","6022",6022,0,0
"138094","Production",2021-07-05,"USA","Start","6023",6023,7,0
"138095","Production",2021-07-09,"Others","Start","6024",6024,1,0
"138096","Production",2021-07-09,"Others","Start","6025",6025,1,0
"138097","Production",2021-07-09,"Others","Start","6026",6026,1,0
"138098","Production",2021-07-09,"USA","Start","6027",6027,0,0
"138099","Production",2021-07-08,"USA","Start","6028",6028,2,0
"138100","Production",2021-07-08,"USA","Start","6029",6029,2,0
"138101","Production",2021-07-09,"USA","Start","6030",6030,2,0
"138102","Production",2021-07-09,"USA","Start","6031",6031,2,0
"138103","Production",2021-07-09,"USA","Start","6032",6032,2,0
"138104","Production",2021-07-08,"Others","Start","6033",6033,0,0
"138105","Production",2021-07-08,"Others","Start","6034",6034,0,0
"138106","Production",2021-07-08,"Others","Start","6035",6035,0,0
"138107","Production",2021-07-11,"Others","Start","6036",6036,1,0
"138108","Production",2021-07-12,"Others","Start","6037",6037,0,0
"138109","Production",2021-07-12,"Others","Start","6038",6038,0,0
"138110","Production",2021-07-01,"Others","Start","6039",6039,1,0
"138111","Production",2021-07-01,"Others","Start","6040",6040,1,0
"138112","Production",2021-07-05,"Others","Start","6041",6041,1,0
"138113","Production",2021-07-05,"USA","Start","6042",6042,1,0
"138114","Production",2021-07-06,"Others","Start","6043",6043,1,0
"138115","Production",2021-07-08,"Others","Start","6044",6044,1,0
"138116","Production",2021-07-08,"Others","Start","6045",6045,1,0
"138117","Production",2021-07-08,"Others","Start","6046",6046,1,0
"138118","Production",2021-07-07,"Others","Start","6047",6047,2,0
"138119","Production",2021-07-06,"Others","Start","6048",6048,3,0
"138120","Production",2021-07-06,"USA","Start","6049",6049,3,0
"138134","Production",2021-07-05,"USA","Start","6050",6050,2,0
"138135","Production",2021-07-05,"Others","Start","6051",6051,0,0
"138136","Production",2021-07-05,"Others","Start","6052",6052,0,0
"138137","Production",2021-07-06,"Others","Start","6053",6053,0,0
"138138","Production",2021-07-07,"Others","Start","6054",6054,0,0
"138139","Production",2021-07-08,"Others","Start","6055",6055,0,0
"138140","Production",2021-07-08,"Others","Start","6056",6056,0,0
"138141","Production",2021-07-07,"USA","Start","6057",6057,0,0
"138142","Production",2021-07-07,"USA","Start","6058",6058,0,0
"138143","Production",2021-07-07,"Others","Start","6059",6059,0,0
"138144","Production",2021-07-08,"USA","Start","6060",6060,0,0
"138145","Production",2021-07-08,"Others","Start","6061",6061,0,0
"138146","Production",2021-07-09,"USA","Start","6062",6062,0,0
"138147","Production",2021-07-09,"Others","Start","6063",6063,0,0
"138148","Production",2021-07-12,"Others","Start","6064",6064,0,0
"138149","Production",2021-07-12,"Others","Start","6065",6065,0,0
"138150","Production",2021-07-09,"Others","Start","6066",6066,0,0
"138151","Production",2021-07-09,"Others","Start","6067",6067,0,0
"138152","Production",2021-07-09,"Others","Start","6068",6068,0,0
"138153","Production",2021-07-06,"USA","Start","6069",6069,2,0
"138154","Production",2021-07-06,"USA","Start","6070",6070,2,0
"138155","Production",2021-07-06,"USA","Start","6071",6071,2,0
"138156","Production",2021-07-08,"Others","Start","6072",6072,2,0
"138157","Production",2021-07-08,"USA","Start","6073",6073,2,0
"138158","Production",2021-07-09,"Others","Start","6074",6074,1,0
"138159","Production",2021-07-08,"USA","Start","6075",6075,2,0
"138160","Production",2021-07-08,"USA","Start","6076",6076,2,0
"138161","Production",2021-07-08,"USA","Start","6077",6077,2,0
"138162","Production",2021-07-07,"USA","Start","6078",6078,3,0
"138163","Production",2021-07-07,"USA","Start","6079",6079,3,0
"138164","Production",2021-07-09,"USA","Start","6080",6080,1,0
"138165","Production",2021-07-08,"USA","Start","6081",6081,3,0
"138166","Production",2021-06-01,"USA","Start","6082",6082,0,0
"138167","Production",2021-06-01,"USA","Start","6083",6083,0,0
"138168","Production",2021-06-01,"USA","Start","6084",6084,0,0
"138169","Production",2021-06-02,"USA","Start","6085",6085,0,0
"138170","Production",2021-06-02,"USA","Start","6086",6086,0,0
"138171","Production",2021-06-02,"USA","Start","6087",6087,0,0
"138172","Production",2021-06-02,"USA","Start","6088",6088,0,0
"138173","Production",2021-06-03,"USA","Start","6089",6089,0,0
"138174","Production",2021-06-03,"USA","Start","6090",6090,0,0
"138175","Production",2021-06-03,"USA","Start","6091",6091,0,0
"138176","Production",2021-06-03,"USA","Start","6092",6092,0,0
"138177","Production",2021-06-03,"USA","Start","6093",6093,0,0
"138178","Production",2021-06-03,"USA","Start","6094",6094,0,0
"138179","Production",2021-06-03,"USA","Start","6095",6095,0,0
"138180","Production",2021-06-04,"USA","Start","6096",6096,0,0
"138181","Production",2021-06-04,"USA","Start","6097",6097,0,0
"138182","Production",2021-06-04,"USA","Start","6098",6098,0,0
"138183","Production",2021-06-04,"USA","Start","6099",6099,0,0
"138184","Production",2021-06-04,"USA","Start","6100",6100,0,0
"138185","Production",2021-06-04,"USA","Start","6101",6101,0,0
"138186","Production",2021-06-07,"USA","Start","6102",6102,0,0
"138187","Production",2021-06-07,"USA","Start","6103",6103,0,0
"138188","Production",2021-06-07,"USA","Start","6104",6104,0,0
"138189","Production",2021-06-07,"USA","Start","6105",6105,0,0
"138190","Production",2021-06-09,"USA","Start","6106",6106,0,0
"138191","Production",2021-06-09,"USA","Start","6107",6107,0,0
"138192","Production",2021-06-09,"USA","Start","6108",6108,0,0
"138193","Production",2021-06-09,"USA","Start","6109",6109,0,0
"138194","Production",2021-06-09,"USA","Start","6110",6110,0,0
"138195","Production",2021-06-09,"USA","Start","6111",6111,0,0
"138196","Production",2021-06-10,"USA","Start","6112",6112,0,0
"138197","Production",2021-06-10,"USA","Start","6113",6113,0,0
"138198","Production",2021-06-10,"USA","Start","6114",6114,0,0
"138199","Production",2021-06-10,"USA","Start","6115",6115,0,0
"138200","Production",2021-06-11,"USA","Start","6116",6116,0,0
"138201","Production",2021-06-11,"USA","Start","6117",6117,0,0
"138202","Production",2021-06-11,"USA","Start","6118",6118,0,0
"138203","Production",2021-06-11,"USA","Start","6119",6119,0,0
"138204","Production",2021-06-11,"USA","Start","6120",6120,0,0
"138205","Production",2021-06-11,"USA","Start","6121",6121,0,0
"138206","Production",2021-06-11,"USA","Start","6122",6122,0,0
"138207","Production",2021-06-15,"USA","Start","6123",6123,0,0
"138208","Production",2021-06-15,"USA","Start","6124",6124,0,0
"138209","Production",2021-06-16,"USA","Start","6125",6125,0,0
"138210","Production",2021-06-16,"USA","Start","6126",6126,0,0
"138211","Production",2021-06-16,"USA","Start","6127",6127,0,0
"138212","Production",2021-06-16,"USA","Start","6128",6128,0,0
"138213","Production",2021-06-16,"USA","Start","6129",6129,0,0
"138214","Production",2021-06-16,"USA","Start","6130",6130,4,0
"138215","Production",2021-06-17,"USA","Start","6131",6131,0,0
"138216","Production",2021-06-17,"USA","Start","6132",6132,0,0
"138217","Production",2021-06-17,"USA","Start","6133",6133,0,0
"138218","Production",2021-06-17,"USA","Start","6134",6134,0,0
"138219","Production",2021-06-18,"USA","Start","6135",6135,0,0
"138220","Production",2021-06-18,"USA","Start","6136",6136,0,0
"138221","Production",2021-06-18,"USA","Start","6137",6137,0,0
"138222","Production",2021-06-18,"USA","Start","6138",6138,0,0
"138223","Production",2021-06-18,"USA","Start","6139",6139,0,0
"138224","Production",2021-06-18,"USA","Start","6140",6140,0,0
"138225","Production",2021-06-21,"USA","Start","6141",6141,0,0
"138226","Production",2021-06-21,"USA","Start","6142",6142,0,0
"138227","Production",2021-06-21,"USA","Start","6143",6143,0,0
"138228","Production",2021-06-21,"USA","Start","6144",6144,0,0
"138229","Production",2021-06-21,"USA","Start","6145",6145,0,0
"138230","Production",2021-06-22,"USA","Start","6146",6146,0,0
"138231","Production",2021-06-22,"USA","Start","6147",6147,0,0
"138232","Production",2021-06-22,"USA","Start","6148",6148,0,0
"138233","Production",2021-06-23,"USA","Start","6149",6149,0,0
"138234","Production",2021-06-23,"USA","Start","6150",6150,0,0
"138235","Production",2021-06-23,"USA","Start","6151",6151,0,0
"138236","Production",2021-06-23,"USA","Start","6152",6152,0,0
"138237","Production",2021-06-23,"USA","Start","6153",6153,0,0
"138238","Production",2021-06-23,"USA","Start","6154",6154,0,0
"138239","Production",2021-06-24,"USA","Start","6155",6155,0,0
"138240","Production",2021-06-24,"USA","Start","6156",6156,0,0
"138241","Production",2021-06-24,"USA","Start","6157",6157,0,0
"138242","Production",2021-06-24,"USA","Start","6158",6158,0,0
"138243","Production",2021-06-25,"USA","Start","6159",6159,0,0
"138244","Production",2021-06-25,"USA","Start","6160",6160,0,0
"138245","Production",2021-06-25,"USA","Start","6161",6161,0,0
"138246","Production",2021-06-25,"USA","Start","6162",6162,0,0
"138247","Production",2021-06-28,"USA","Start","6163",6163,0,0
"138248","Production",2021-06-28,"USA","Start","6164",6164,0,0
"138249","Production",2021-06-28,"USA","Start","6165",6165,0,0
"138250","Production",2021-06-29,"USA","Start","6166",6166,0,0
"138251","Production",2021-06-29,"USA","Start","6167",6167,0,0
"138252","Production",2021-06-29,"USA","Start","6168",6168,0,0
"138253","Production",2021-06-29,"USA","Start","6169",6169,0,0
"138254","Production",2021-06-30,"USA","Start","6170",6170,0,0
"138255","Production",2021-06-30,"USA","Start","6171",6171,0,0
"138256","Production",2021-06-30,"USA","Start","6172",6172,0,0
"138257","Production",2021-07-12,"Others","Start","6173",6173,1,0
"138258","Production",2021-07-12,"Others","Start","6174",6174,1,0
"138259","Production",2021-07-12,"Others","Start","6175",6175,1,0
"138260","Production",2021-07-12,"Others","Start","6176",6176,1,0
"138261","Production",2021-07-12,"USA","Start","6177",6177,0,0
"138262","Production",2021-07-12,"USA","Start","6178",6178,0,0
"138263","Production",2021-07-12,"USA","Start","6179",6179,0,0
"138264","Production",2021-07-12,"USA","Start","6180",6180,0,0
"138265","Production",2021-07-05,"USA","Start","6181",6181,1,0
"138266","Production",2021-07-02,"USA","Start","6182",6182,4,0
"138267","Production",2021-07-05,"Canada","Start","6183",6183,1,0
"138268","Production",2021-07-05,"USA","Start","6184",6184,1,0
"138269","Production",2021-07-05,"USA","Start","6185",6185,1,0
"138270","Production",2021-07-06,"Canada","Start","6186",6186,1,0
"138271","Production",2021-07-05,"USA","Start","6187",6187,2,0
"138272","Production",2021-07-05,"USA","Start","6188",6188,2,0
"138273","Production",2021-07-05,"USA","Start","6189",6189,2,0
"138274","Production",2021-07-06,"USA","Start","6190",6190,1,0
"138275","Production",2021-07-07,"USA","Start","6191",6191,0,0
"138276","Production",2021-07-07,"Canada","Start","6192",6192,1,0
"138277","Production",2021-07-07,"Others","Start","6193",6193,1,0
"138278","Production",2021-07-08,"USA","Start","6194",6194,0,0
"138279","Production",2021-07-08,"Others","Start","6195",6195,1,0
"138280","Production",2021-07-08,"USA","Start","6196",6196,1,0
"138281","Production",2021-07-06,"Others","Start","6197",6197,6,0
"138282","Production",2021-07-06,"Others","Start","6198",6198,2,0
"138283","Production",2021-07-06,"Others","Start","6199",6199,0,0
"138284","Production",2021-07-09,"Others","Start","6200",6200,1,0
"138285","Production",2021-07-09,"Others","Start","6201",6201,1,0
"138286","Production",2021-07-09,"Others","Start","6202",6202,1,0
"138287","Production",2021-07-09,"Others","Start","6203",6203,1,0
"138288","Production",2021-07-09,"Others","Start","6204",6204,1,0
"138289","Production",2021-07-12,"Others","Start","6205",6205,0,0
"138290","Production",2021-07-12,"Others","Start","6206",6206,0,0
"138291","Production",2021-07-12,"Others","Start","6207",6207,0,0
"138292","Production",2021-07-12,"Others","Start","6208",6208,0,0
"138293","Production",2021-07-12,"Others","Start","6209",6209,0,0
"138294","Production",2021-07-12,"Others","Start","6210",6210,0,0
"138295","Production",2021-07-13,"Others","Start","6211",6211,0,0
"138296","Production",2021-07-13,"Others","Start","6212",6212,0,0
"138297","Production",2021-07-13,"Others","Start","6213",6213,0,0
"138298","Production",2021-07-09,"Others","Start","6214",6214,4,0
"138299","Production",2021-07-09,"Others","Start","6215",6215,4,0
"138300","Production",2021-07-09,"Others","Start","6216",6216,4,0
"138301","Production",2021-07-09,"Others","Start","6217",6217,4,0
"138302","Production",2021-07-13,"Others","Start","6218",6218,0,0
"138303","Production",2021-07-13,"Others","Start","6219",6219,0,0
"138304","Production",2021-07-13,"Others","Start","6220",6220,0,0
"138305","Production",2021-07-13,"Others","Start","6221",6221,0,0
"138306","Production",2021-07-12,"Others","Start","6222",6222,0,0
"138307","Production",2021-07-06,"Others","Start","6223",6223,1,0
"138308","Production",2021-07-02,"USA","Start","6224",6224,0,0
"138309","Production",2021-07-02,"USA","Start","6225",6225,0,0
"138310","Production",2021-07-02,"USA","Start","6226",6226,0,0
"138311","Production",2021-07-02,"USA","Start","6227",6227,0,0
"138312","Production",2021-07-02,"USA","Start","6228",6228,0,0
"138313","Production",2021-07-08,"Others","Start","6229",6229,0,0
"138314","Production",2021-07-08,"Others","Start","6230",6230,0,0
"138315","Production",2021-07-12,"USA","Start","6231",6231,2,0
"138316","Production",2021-07-12,"USA","Start","6232",6232,2,0
"138317","Production",2021-07-12,"USA","Start","6233",6233,2,0
"138318","Production",2021-07-12,"USA","Start","6234",6234,2,0
"138319","Production",2021-07-13,"Others","Start","6235",6235,1,0
"138320","Production",2021-07-13,"Others","Start","6236",6236,1,0
"138321","Production",2021-07-13,"Others","Start","6237",6237,0,0
"138322","Production",2021-07-13,"USA","Start","6238",6238,0,0
"138323","Production",2021-07-13,"USA","Start","6239",6239,0,0
"138324","Production",2021-07-13,"Others","Start","6240",6240,0,0
"138325","Production",2021-07-13,"Others","Start","6241",6241,0,0
"138326","Production",2021-07-14,"Others","Start","6242",6242,0,0
"138327","Production",2021-07-14,"Others","Start","6243",6243,0,0
"138328","Production",2021-07-14,"USA","Start","6244",6244,0,0
"138329","Production",2021-07-14,"USA","Start","6245",6245,0,0
"138330","Production",2021-07-14,"USA","Start","6246",6246,0,0
"138331","Production",2021-07-14,"USA","Start","6247",6247,0,0
"138332","Production",2021-07-14,"USA","Start","6248",6248,0,0
"138333","Production",2021-07-14,"Others","Start","6249",6249,0,0
"138334","Production",2021-07-14,"Others","Start","6250",6250,0,0
"138335","Production",2021-07-13,"Others","Start","6251",6251,1,0
"138336","Production",2021-07-13,"Others","Start","6252",6252,1,0
"138337","Production",2021-07-13,"Others","Start","6253",6253,1,0
"138338","Production",2021-07-13,"USA","Start","6254",6254,1,0
"138339","Production",2021-07-13,"Others","Start","6255",6255,1,0
"138340","Production",2021-07-13,"Others","Start","6256",6256,1,0
"138341","Production",2021-07-13,"Others","Start","6257",6257,1,0
"138342","Production",2021-07-14,"Others","Start","6258",6258,0,0
"138343","Production",2021-07-13,"Others","Start","6259",6259,1,0
"138344","Production",2021-07-14,"USA","Start","6260",6260,0,0
"138345","Production",2021-07-14,"Others","Start","6261",6261,0,0
"138346","Production",2021-07-14,"Others","Start","6262",6262,0,0
"138347","Production",2021-07-14,"Others","Start","6263",6263,0,0
"138348","Production",2021-07-13,"Others","Start","6264",6264,1,0
"138349","Production",2021-07-13,"Others","Start","6265",6265,1,0
"138350","Production",2021-07-13,"Others","Start","6266",6266,1,0
"138351","Production",2021-07-13,"Others","Start","6267",6267,1,0
"138352","Production",2021-07-08,"Others","Start","6268",6268,1,0
"138353","Production",2021-07-13,"Others","Start","6269",6269,0,0
"138354","Production",2021-07-13,"Others","Start","6270",6270,0,0
"138355","Production",2021-07-13,"Others","Start","6271",6271,0,0
"138356","Production",2021-07-08,"Others","Start","6272",6272,0,0
"138357","Production",2021-07-08,"Others","Start","6273",6273,0,0
"138358","Production",2021-07-09,"Others","Start","6274",6274,0,0
"138359","Production",2021-07-09,"Others","Start","6275",6275,0,0
"138360","Production",2021-07-12,"Others","Start","6276",6276,0,0
"138361","Production",2021-07-13,"Others","Start","6277",6277,0,0
"138362","Production",2021-07-13,"Others","Start","6278",6278,0,0
"138363","Production",2021-07-12,"USA","Start","6279",6279,2,0
"138364","Production",2021-07-12,"USA","Start","6280",6280,2,0
"138365","Production",2021-07-12,"USA","Start","6281",6281,2,0
"138366","Production",2021-07-14,"USA","Start","6282",6282,0,0
"138367","Production",2021-07-14,"USA","Start","6283",6283,0,0
"138368","Production",2021-07-13,"USA","Start","6284",6284,0,0
"138369","Production",2021-07-13,"USA","Start","6285",6285,0,0
"138370","Production",2021-07-14,"USA","Start","6286",6286,0,0
"138371","Production",2021-07-14,"USA","Start","6287",6287,0,0
"138372","Production",2021-07-13,"USA","Start","6288",6288,0,0
"138373","Production",2021-07-13,"USA","Start","6289",6289,0,0
"138374","Production",2021-07-13,"USA","Start","6290",6290,0,0
"138375","Production",2021-07-14,"USA","Start","6291",6291,0,0
"138376","Production",2021-07-13,"USA","Start","6292",6292,0,0
"138377","Production",2021-07-13,"USA","Start","6293",6293,0,0
"138378","Production",2021-07-13,"USA","Start","6294",6294,0,0
"138379","Production",2021-07-13,"USA","Start","6295",6295,0,0
"138380","Production",2021-07-14,"Others","Start","6296",6296,1,0
"138381","Production",2021-07-14,"USA","Start","6297",6297,1,0
"138382","Production",2021-07-14,"Others","Start","6298",6298,1,0
"138383","Production",2021-07-14,"Others","Start","6299",6299,1,0
"138384","Production",2021-07-14,"USA","Start","6300",6300,1,0
"138385","Production",2021-07-14,"Others","Start","6301",6301,1,0
"138386","Production",2021-07-14,"Others","Start","6302",6302,1,0
"138387","Production",2021-07-15,"Others","Start","6303",6303,0,0
"138388","Production",2021-07-15,"USA","Start","6304",6304,0,0
"138389","Production",2021-07-15,"Others","Start","6305",6305,0,0
"138390","Production",2021-07-13,"USA","Start","6306",6306,1,0
"138391","Production",2021-07-13,"USA","Start","6307",6307,1,0
"138392","Production",2021-07-14,"Others","Start","6308",6308,1,0
"138393","Production",2021-07-13,"USA","Start","6309",6309,2,0
"138394","Production",2021-07-13,"USA","Start","6310",6310,2,0
"138395","Production",2021-07-13,"USA","Start","6311",6311,2,0
"138396","Production",2021-07-13,"USA","Start","6312",6312,2,0
"138397","Production",2021-07-13,"USA","Start","6313",6313,2,0
"138398","Production",2021-07-13,"Others","Start","6314",6314,1,0
"138399","Production",2021-07-14,"Others","Start","6315",6315,0,0
"138400","Production",2021-07-08,"USA","Start","6316",6316,0,0
"138401","Production",2021-07-09,"USA","Start","6317",6317,0,0
"138402","Production",2021-07-10,"USA","Start","6318",6318,0,0
"138403","Production",2021-07-10,"USA","Start","6319",6319,0,0
"138404","Production",2021-07-02,"USA","Start","6320",6320,0,0
"138405","Production",2021-07-07,"USA","Start","6321",6321,0,0
"138406","Production",2021-07-07,"USA","Start","6322",6322,0,0
"138407","Production",2021-07-08,"USA","Start","6323",6323,0,0
"138408","Production",2021-07-08,"USA","Start","6324",6324,0,0
"138409","Production",2021-07-09,"USA","Start","6325",6325,0,0
"138410","Production",2021-07-05,"USA","Start","6326",6326,0,0
"138411","Production",2021-07-06,"USA","Start","6327",6327,1,0
"138412","Production",2021-07-07,"USA","Start","6328",6328,0,0
"138413","Production",2021-07-09,"USA","Start","6329",6329,0,0
"138414","Production",2021-07-09,"USA","Start","6330",6330,0,0
"138415","Production",2021-07-12,"USA","Start","6331",6331,0,0
"138416","Production",2021-07-14,"USA","Start","6332",6332,0,0
"138417","Production",2021-07-13,"Others","Start","6333",6333,2,0
"138418","Production",2021-07-16,"USA","Start","6334",6334,0,0
"138419","Production",2021-07-15,"USA","Start","6335",6335,0,0
"138420","Production",2021-07-15,"USA","Start","6336",6336,0,0
"138421","Production",2021-07-15,"USA","Start","6337",6337,0,0
"138422","Production",2021-07-15,"USA","Start","6338",6338,0,0
"138423","Production",2021-07-15,"USA","Start","6339",6339,0,0
"138424","Production",2021-07-16,"USA","Start","6340",6340,0,0
"138425","Production",2021-07-15,"Others","Start","6341",6341,1,0
"138426","Production",2021-07-15,"Others","Start","6342",6342,1,0
"138427","Production",2021-07-15,"Others","Start","6343",6343,1,0
"138428","Production",2021-07-15,"Others","Start","6344",6344,1,0
"138429","Production",2021-07-14,"USA","Start","6345",6345,2,0
"138430","Production",2021-07-15,"USA","Start","6346",6346,1,0
"138431","Production",2021-07-16,"Others","Start","6347",6347,0,0
"138432","Production",2021-07-16,"Others","Start","6348",6348,0,0
"138433","Production",2021-07-16,"Others","Start","6349",6349,0,0
"138434","Production",2021-07-16,"Others","Start","6350",6350,0,0
"138435","Production",2021-07-16,"Others","Start","6351",6351,0,0
"138436","Production",2021-07-16,"Others","Start","6352",6352,0,0
"138437","Production",2021-07-14,"USA","Start","6353",6353,2,0
"138438","Production",2021-07-14,"USA","Start","6354",6354,2,0
"138439","Production",2021-07-15,"USA","Start","6355",6355,1,0
"138440","Production",2021-07-13,"USA","Start","6356",6356,1,0
"138441","Production",2021-07-14,"USA","Start","6357",6357,2,0
"138442","Production",2021-07-14,"Others","Start","6358",6358,0,0
"138443","Production",2021-07-03,"Others","Start","6359",6359,4,0
"138444","Production",2021-07-03,"USA","Start","6360",6360,4,0
"138445","Production",2021-07-03,"Others","Start","6361",6361,4,0
"138446","Production",2021-07-05,"Canada","Start","6362",6362,2,0
"138447","Production",2021-07-05,"Others","Start","6363",6363,2,0
"138448","Production",2021-07-05,"Others","Start","6364",6364,2,0
"138449","Production",2021-07-05,"Others","Start","6365",6365,2,0
"138450","Production",2021-07-05,"USA","Start","6366",6366,2,0
"138451","Production",2021-07-06,"Others","Start","6367",6367,1,0
"138452","Production",2021-07-06,"USA","Start","6368",6368,1,0
"138453","Production",2021-07-06,"Others","Start","6369",6369,1,0
"138454","Production",2021-07-06,"Canada","Start","6370",6370,2,0
"138455","Production",2021-07-07,"Others","Start","6371",6371,1,0
"138456","Production",2021-07-07,"USA","Start","6372",6372,1,0
"138457","Production",2021-07-07,"USA","Start","6373",6373,1,0
"138458","Production",2021-07-07,"USA","Start","6374",6374,1,0
"138459","Production",2021-07-07,"Canada","Start","6375",6375,1,0
"138460","Production",2021-07-07,"Others","Start","6376",6376,1,0
"138461","Production",2021-07-07,"Canada","Start","6377",6377,2,0
"138462","Production",2021-07-15,"Others","Start","6378",6378,1,0
"138463","Production",2021-07-15,"Others","Start","6379",6379,1,0
"138464","Production",2021-07-16,"USA","Start","6380",6380,1,0
"138465","Production",2021-07-16,"USA","Start","6381",6381,1,0
"138466","Production",2021-07-16,"Others","Start","6382",6382,1,0
"138467","Production",2021-07-16,"Others","Start","6383",6383,1,0
"138468","Production",2021-07-16,"Others","Start","6384",6384,0,0
"138469","Production",2021-07-16,"Others","Start","6385",6385,0,0
"138470","Production",2021-07-17,"Others","Start","6386",6386,0,0
"138471","Production",2021-07-17,"Others","Start","6387",6387,0,0
"138472","Production",2021-07-17,"Others","Start","6388",6388,0,0
"138473","Production",2021-07-17,"Others","Start","6389",6389,0,0
"138474","Production",2021-07-18,"Others","Start","6390",6390,0,0
"138475","Production",2021-07-18,"Others","Start","6391",6391,0,0
"138476","Production",2021-07-18,"Others","Start","6392",6392,0,0
"138477","Production",2021-07-18,"Others","Start","6393",6393,0,0
"138478","Production",2021-07-02,"USA","Start","6394",6394,4,0
"138479","Production",2021-07-05,"USA","Start","6395",6395,1,0
"138480","Production",2021-07-05,"USA","Start","6396",6396,1,0
"138481","Production",2021-07-06,"Others","Start","6397",6397,1,0
